PostID,UserID,Content,Timestamp,Likes,Retweets,Hashtags,SentimentScore
101,10,Loving the new update!,2025-03-18 21:11:04,127,19,"#love,#fail",-0.8
102,1,Such a smooth interface!,2025-03-17 00:11:04,31,35,"#UX,#AI,#fail",-0.79
103,2,Great performance on mobile.,2025-03-18 01:11:04,6,11,"#AI,#fail,#mood",0.24
104,3,Worst experience ever.,2025-03-25 06:11:04,96,36,#AI,-0.39
105,4,Absolutely love the UX!,2025-03-17 05:11:04,109,34,"#design,#mood,#fail",-0.4
106,5,This app keeps crashing. So annoying.,2025-03-23 10:11:04,80,45,"#fail,#mood",0.22
107,4,Great performance on mobile.,2025-03-18 21:11:04,130,13,"#UX,#tech,#mood",-0.38
108,2,I’m impressed with the speed.,2025-03-18 14:11:04,132,34,"#love,#mood,#design",0.33
109,1,Loving the new update!,2025-03-22 06:11:04,67,47,#love,-0.87
110,9,Can’t stop using it!,2025-03-24 17:11:04,0,3,"#UX,#cleanUI,#fail",0.81
111,4,Can’t stop using it!,2025-03-16 04:11:04,149,31,#mood,-0.55
112,2,This app keeps crashing. So annoying.,2025-03-23 13:11:04,5,49,#UX,-0.01
113,2,Loving the new update!,2025-03-18 00:11:04,80,18,"#cleanUI,#UX,#design",0.25
114,4,Loving the new update!,2025-03-16 21:11:04,68,45,#cleanUI,0.23
115,5,Such a smooth interface!,2025-03-19 10:11:04,81,40,"#design,#tech,#love",0.73
116,8,Great performance on mobile.,2025-03-19 01:11:04,60,37,#love,-0.16
117,9,Great performance on mobile.,2025-03-17 16:11:04,121,48,"#tech,#AI,#fail",-0.41
118,6,I’m impressed with the speed.,2025-03-22 12:11:04,4,1,"#mood,#cleanUI",0.2
119,8,This app keeps crashing. So annoying.,2025-03-25 14:11:04,48,4,"#bug,#cleanUI,#love",-0.76
120,6,Can’t stop using it!,2025-03-21 01:11:04,25,42,#UX,-0.05
121,8,Such a smooth interface!,2025-03-17 17:11:04,100,2,#AI,-0.71
122,6,Great performance on mobile.,2025-03-19 07:11:04,102,1,"#bug,#tech",-0.87
123,7,I’m impressed with the speed.,2025-03-21 19:11:04,140,41,"#design,#UX,#social",0.38
